Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,TotalDuration
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,4,1,Returning_Visitor,False,False,0.0
0,0.0,0,0.0,6,212.0,0.026666667,0.03968254,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False,212.0
5,487.5,0,0.0,11,500.0,0.0,0.015384615,0.0,0.0,Mar,1,8,1,11,New_Visitor,False,False,987.5
0,0.0,3,56.0,10,369.0,0.0,0.016666667,0.0,0.0,Mar,1,1,4,2,New_Visitor,True,False,425.0
0,0.0,0,0.0,5,136.6666667,0.02,0.12,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,True,False,136.6666667
0,0.0,0,0.0,10,243.2,0.02,0.04,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False,243.2
0,0.0,0,0.0,12,459.0,0.0,0.02,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False,459.0
5,376.8,3,105.6666667,6,441.4666667,0.0,0.003333333,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,923.9333334
4,985.5,4,308.0,6,328.0,0.0,0.015384615,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,False,1621.5
0,0.0,0,0.0,3,36.0,0.0,0.033333333,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,36.0
0,0.0,0,0.0,20,518.6666667,0.0,0.011111111,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False,518.6666667
7,606.0,1,33.0,26,631.4583333,0.0,0.007142857,0.0,0.0,Mar,1,1,7,2,Returning_Visitor,False,False,1270.4583333
11,1640.590909,0,0.0,16,1849.833333,0.0,0.013636364,10.78136364,0.0,Mar,1,1,2,3,Returning_Visitor,False,False,3490.424242
1,0.0,0,0.0,8,436.0,0.0,0.022222222,0.0,0.0,Mar,2,4,6,1,Returning_Visitor,True,False,436.0
0,0.0,0,0.0,5,132.0,0.0,0.04,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,True,False,132.0
2,63.0,0,0.0,35,850.3333333,0.0,0.005405405,0.0,0.0,Mar,2,2,3,2,New_Visitor,True,False,913.3333333
11,228.0277778,1,32.0,17,457.7957265,0.007258065,0.044351348,0.0,0.0,Mar,1,2,9,8,Returning_Visitor,False,False,717.8235043
0,0.0,0,0.0,5,143.0,0.0,0.04,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,False,False,143.0
6,136.5555556,0,0.0,59,3224.819084,0.002985075,0.011923715,8.567426866,0.0,Mar,2,4,2,2,Returning_Visitor,True,True,3361.3746396
3,76.0,0,0.0,24,1038.845238,0.0,0.008333333,0.0,0.0,Mar,2,2,4,3,New_Visitor,False,False,1114.845238
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,False,0.0
0,0.0,0,0.0,6,216.0,0.0,0.033333333,0.0,0.0,Mar,2,4,7,10,Returning_Visitor,False,False,216.0
2,11.0,0,0.0,20,363.6666667,0.01,0.016666667,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,True,False,374.6666667
1,0.0,0,0.0,17,1314.25,0.045833333,0.1,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False,1314.25
0,0.0,0,0.0,5,146.0,0.146666667,0.186666667,0.0,0.0,Mar,3,2,7,3,Returning_Visitor,False,False,146.0
0,0.0,0,0.0,8,228.0,0.0,0.028571429,0.0,0.0,Mar,4,1,3,2,Returning_Visitor,False,False,228.0
0,0.0,0,0.0,11,419.75,0.0,0.006060606,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False,419.75
0,0.0,0,0.0,15,270.0,0.028571429,0.035714286,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False,270.0
1,1.333333333,0,0.0,32,395.2222222,0.006060606,0.011111111,0.0,0.0,Mar,2,4,1,2,Returning_Visitor,True,False,396.55555553299996
0,0.0,0,0.0,4,9.0,0.1,0.15,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False,9.0
0,0.0,0,0.0,17,945.0108696,0.006334842,0.023889556,0.0,0.0,Mar,3,2,3,10,Returning_Visitor,False,False,945.0108696
0,0.0,0,0.0,3,90.0,0.0,0.066666667,0.0,0.0,Mar,1,2,5,10,Returning_Visitor,False,False,90.0
0,0.0,1,55.0,9,936.8333333,0.0,0.022222222,53.25533333,0.0,Mar,1,1,1,2,Returning_Visitor,True,True,991.8333333
0,0.0,0,0.0,3,8.0,0.0,0.066666667,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False,8.0
0,0.0,0,0.0,20,447.5,0.02,0.04,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,447.5
5,310.0,1,73.0,16,416.4,0.0,0.011111111,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,True,False,799.4
5,1417.5,0,0.0,36,1051.248276,0.0,0.002293202,0.0,0.0,Mar,2,2,5,2,Returning_Visitor,True,False,2468.7482760000003
3,960.0,0,0.0,10,1218.0,0.0,0.018181818,0.0,0.0,Mar,2,5,1,2,New_Visitor,False,False,2178.0
2,18.0,0,0.0,15,756.3333333,0.0125,0.0625,29.24325,0.0,Mar,2,10,3,1,Returning_Visitor,False,True,774.3333333
0,0.0,0,0.0,5,210.0,0.12,0.16,0.0,0.0,Mar,1,10,1,1,Returning_Visitor,False,False,210.0
2,52.0,0,0.0,24,427.0833333,0.026388889,0.059722222,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,479.0833333
0,0.0,0,0.0,2,31.0,0.0,0.025,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,False,False,31.0
0,0.0,0,0.0,4,388.0,0.05,0.075,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False,388.0
0,0.0,0,0.0,4,151.5,0.0,0.05,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,151.5
2,18.33333333,0,0.0,36,1387.606061,0.005263158,0.025438596,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,True,False,1405.93939433
5,106.0,0,0.0,30,1418.0,0.0,0.010344828,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,False,1524.0
6,91.88888889,0,0.0,25,437.2222222,0.028571429,0.035,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,True,False,529.11111109
3,18.0,0,0.0,14,411.5,0.0,0.023529412,0.0,0.0,Mar,2,2,8,2,Returning_Visitor,False,False,429.5
2,36.0,0,0.0,13,142.0,0.0,0.013333333,0.0,0.0,Mar,4,2,4,8,Returning_Visitor,False,False,178.0
0,0.0,1,28.0,13,474.6666667,0.0,0.014285714,33.41,0.0,Mar,2,2,1,6,Returning_Visitor,False,True,502.6666667
2,17.0,0,0.0,20,1415.625,0.012698413,0.044761905,32.578313,0.0,Mar,3,3,1,10,Returning_Visitor,False,False,1432.625
0,0.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,Mar,2,2,5,1,Returning_Visitor,False,False,0.0
7,139.5,0,0.0,30,1448.752381,0.006060606,0.012878788,0.0,0.0,Mar,1,2,3,2,New_Visitor,False,False,1588.252381
0,0.0,0,0.0,3,96.5,0.0,0.022222222,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,True,False,96.5
4,178.0,2,209.0,17,2777.666667,0.0,0.009090909,0.0,0.0,Mar,3,2,7,1,Returning_Visitor,False,False,3164.666667
3,180.0,0,0.0,12,1436.5,0.0,0.013333333,27.75904925,0.0,Mar,2,2,2,2,Returning_Visitor,True,True,1616.5
2,107.3333333,0,0.0,8,224.0,0.0,0.01,0.0,0.0,Mar,1,2,7,2,Returning_Visitor,True,False,331.3333333
4,52.0,1,7.0,46,3087.0,0.003773585,0.021383648,16.94643793,0.0,Mar,2,2,3,8,Returning_Visitor,False,True,3146.0
2,211.0,1,58.0,71,3424.583333,0.001315789,0.015,0.0,0.0,Mar,2,2,5,3,Returning_Visitor,True,False,3693.583333
0,0.0,2,46.0,9,546.0,0.0,0.02,0.0,0.0,Mar,2,6,1,2,Returning_Visitor,False,False,592.0
1,4.0,0,0.0,43,1418.5,0.0,0.018181818,0.0,0.0,Mar,4,1,2,3,Returning_Visitor,True,False,1422.5
1,69.0,0,0.0,8,423.0,0.0,0.025,28.05094335,0.0,Mar,2,4,1,8,New_Visitor,False,True,492.0
4,183.25,1,21.0,20,651.4,0.0,0.004166667,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False,855.65
2,55.0,0,0.0,6,249.5,0.0,0.033333333,0.0,0.0,Mar,2,2,7,2,New_Visitor,False,False,304.5
0,0.0,0,0.0,11,337.0,0.045454545,0.061818182,0.0,0.0,Mar,1,1,9,3,Returning_Visitor,False,False,337.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,True,False,0.0
0,0.0,0,0.0,26,1377.769697,0.0,0.008,92.4822063,0.0,Mar,2,2,7,2,Returning_Visitor,False,True,1377.769697
0,0.0,1,83.0,16,223.0,0.0,0.023529412,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,306.0
1,3.0,2,373.0,6,66.83333333,0.0,0.0125,0.0,0.0,Mar,2,4,1,8,New_Visitor,False,False,442.83333333
1,613.6666667,0,0.0,4,957.0,0.161904762,0.096298701,0.0,0.0,Mar,3,2,8,10,Returning_Visitor,False,False,1570.6666667
0,0.0,0,0.0,2,135.0,0.0,0.1,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False,135.0
0,0.0,0,0.0,36,1166.72619,0.0,0.025,4.599,0.0,Mar,1,1,1,3,Returning_Visitor,True,True,1166.72619
2,11.92307692,2,139.0,80,4099.737392,0.004117063,0.005279668,16.88069613,0.0,Mar,3,2,1,2,Returning_Visitor,True,True,4250.66046892
1,0.0,0,0.0,4,31.0,0.0,0.05,0.0,0.0,Mar,2,2,2,10,Returning_Visitor,True,False,31.0
1,8.0,1,101.0,12,205.9761905,0.015384615,0.024358974,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False,314.97619050000003
1,7.0,7,141.0,25,1644.0,0.002150538,0.018817204,0.0,0.0,Mar,2,4,1,10,Returning_Visitor,False,False,1792.0
2,102.0,0,0.0,4,268.0,0.0,0.013333333,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,True,False,370.0
0,0.0,0,0.0,8,158.5,0.0,0.05,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,True,False,158.5
1,7.0,0,0.0,11,298.0,0.0,0.006666667,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,True,False,305.0
3,1499.571429,1,186.0,31,2905.943651,0.0,0.010215054,0.0,0.0,Mar,2,6,7,1,Returning_Visitor,False,False,4591.51508
0,0.0,0,0.0,41,419.0,0.01300813,0.03495935,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False,419.0
0,0.0,0,0.0,5,279.0,0.0,0.04,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False,279.0
1,0.0,0,0.0,43,1286.688889,0.004545455,0.030266123,4.289292857,0.0,Mar,3,2,1,6,Returning_Visitor,False,False,1286.688889
1,74.0,0,0.0,49,1616.083333,0.004,0.016,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False,1690.083333
2,1223.0,4,416.0,21,2755.67094,0.004545455,0.027575758,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,True,False,4394.67094
0,0.0,0,0.0,26,655.7833333,0.003846154,0.013782051,0.0,0.0,Mar,1,1,8,3,Returning_Visitor,False,False,655.7833333
4,206.3333333,0,0.0,20,917.35,0.0,0.008333333,23.83323089,0.0,Mar,4,2,1,2,Returning_Visitor,True,True,1123.6833333
3,67.0,0,0.0,12,353.0,0.0,0.015384615,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,False,420.0
0,0.0,0,0.0,2,27.0,0.0,0.1,0.0,0.0,Mar,4,1,4,2,Returning_Visitor,False,False,27.0
3,242.0,0,0.0,12,286.0,0.0,0.014285714,0.0,0.0,Mar,1,1,1,2,New_Visitor,True,False,528.0
0,0.0,0,0.0,6,835.8333333,0.033333333,0.066666667,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,False,835.8333333
7,217.8333333,1,23.5,18,338.1272727,0.0,0.014393939,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,False,False,579.460606
0,0.0,0,0.0,2,22.0,0.0,0.1,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,22.0
2,136.6666667,1,9.5,20,1572.571429,0.0,0.015873016,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False,1718.7380957
12,739.2091954,1,16.0,21,1321.059195,0.009032258,0.025133361,78.34560177,0.0,Mar,2,2,1,8,Returning_Visitor,False,True,2076.2683904
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Mar,1,2,1,1,Returning_Visitor,False,False,0.0
0,0.0,0,0.0,2,187.0,0.1,0.15,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,False,False,187.0
4,33.0,0,0.0,19,502.4583333,0.0,0.011904762,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,535.4583333
3,14.0,0,0.0,20,1424.928571,0.01,0.022222222,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,1438.928571
4,68.5,2,845.0,82,2448.784448,0.000374532,0.008907697,6.506831398,0.0,Mar,1,1,2,2,Returning_Visitor,False,True,3362.284448
5,91.83333333,0,0.0,32,1480.666667,0.0,0.006857143,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,True,False,1572.50000033
1,31.0,0,0.0,6,25.5,0.066666667,0.083333333,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False,56.5
0,0.0,0,0.0,5,236.0,0.0,0.04,0.0,0.0,Mar,1,1,6,1,Returning_Visitor,False,False,236.0
2,58.0,0,0.0,50,952.4345238,0.0,0.011538462,2.179730769,0.0,Mar,4,2,2,11,Returning_Visitor,True,True,1010.4345238
0,0.0,0,0.0,5,182.0,0.0,0.04,0.0,0.0,Mar,3,2,6,1,Returning_Visitor,False,False,182.0
0,0.0,0,0.0,24,854.3333333,0.0,0.008333333,0.0,0.0,Mar,4,1,1,10,Returning_Visitor,False,False,854.3333333
0,0.0,0,0.0,3,39.0,0.0,0.022222222,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False,39.0
0,0.0,0,0.0,15,1332.833333,0.014285714,0.005714286,0.0,0.0,Mar,2,5,4,2,Returning_Visitor,True,False,1332.833333
5,89.75,0,0.0,16,467.9166667,0.011111111,0.016666667,0.0,0.0,Mar,3,2,4,2,Returning_Visitor,True,False,557.6666667
1,9.5,0,0.0,25,674.25,0.0,0.017307692,0.0,0.0,Mar,2,2,7,2,Returning_Visitor,False,False,683.75
9,165.5,0,0.0,50,2207.391667,0.001724138,0.009972955,15.30003763,0.0,Mar,1,1,4,3,Returning_Visitor,True,False,2372.891667
0,0.0,0,0.0,10,300.0,0.0,0.05,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,300.0
0,0.0,0,0.0,6,177.5,0.033333333,0.044444444,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,False,False,177.5
0,0.0,0,0.0,34,311.5,0.0,0.011764706,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False,311.5
3,57.0,0,0.0,15,486.5166667,0.0,0.011111111,0.0,0.0,Mar,2,2,5,6,Returning_Visitor,False,False,543.5166667
0,0.0,1,255.0,15,1418.25,0.0,0.00625,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False,1673.25
1,13.0,0,0.0,10,391.85,0.018055556,0.046984127,0.0,0.0,Mar,3,2,4,3,Returning_Visitor,True,False,404.85
3,63.0,0,0.0,10,142.6666667,0.0,0.015384615,0.0,0.0,Mar,2,2,7,2,New_Visitor,True,False,205.6666667
3,134.0,0,0.0,53,1659.319697,0.0,0.00380117,62.34813701,0.0,Mar,4,1,1,2,Returning_Visitor,False,True,1793.319697
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,True,False,0.0
0,0.0,0,0.0,59,1560.601163,0.005172414,0.010673235,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False,1560.601163
2,34.0,0,0.0,65,1451.227362,0.003030303,0.008492896,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,1485.227362
4,67.07142857,0,0.0,21,2588.958333,0.0,0.011041667,0.0,0.0,Mar,3,2,2,8,New_Visitor,True,False,2656.02976157
0,0.0,0,0.0,3,80.0,0.0,0.033333333,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,True,False,80.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,9,2,New_Visitor,True,False,0.0
8,87.5,0,0.0,31,496.5833333,0.005405405,0.012612613,3.889459459,0.0,Mar,2,2,7,2,Returning_Visitor,False,True,584.0833333
1,22.0,0,0.0,21,678.2738095,0.0,0.012878788,0.0,0.0,Mar,3,2,1,2,New_Visitor,False,False,700.2738095
0,0.0,0,0.0,4,55.0,0.0,0.05,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,55.0
0,0.0,0,0.0,4,34.0,0.1,0.15,0.0,0.0,Mar,3,2,6,1,Returning_Visitor,False,False,34.0
1,17.5,0,0.0,8,163.0,0.0,0.011111111,0.0,0.0,Mar,3,2,1,2,New_Visitor,True,False,180.5
0,0.0,0,0.0,7,286.5,0.0,0.042857143,0.0,0.0,Mar,3,3,3,1,Returning_Visitor,False,False,286.5
0,0.0,0,0.0,20,1395.258333,0.0,0.011111111,0.0,0.0,Mar,1,1,1,9,New_Visitor,True,False,1395.258333
1,14.0,0,0.0,10,90.0,0.0,0.018181818,0.0,0.0,Mar,2,2,2,10,New_Visitor,False,False,104.0
5,69.33333333,1,0.0,5,142.0,0.0,0.022222222,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,False,211.33333333000002
2,148.0,0,0.0,9,416.6666667,0.0,0.004545455,0.0,0.0,Mar,3,2,6,2,New_Visitor,True,False,564.6666667
1,85.0,4,208.5,12,413.8,0.0,0.003921569,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False,707.3
0,0.0,0,0.0,2,403.0,0.1,0.15,0.0,0.0,Mar,2,10,3,3,Returning_Visitor,False,False,403.0
0,0.0,0,0.0,6,106.0,0.1,0.116666667,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,True,False,106.0
4,103.0,1,41.0,16,515.0,0.0,0.010526316,0.0,0.0,Mar,3,2,3,6,Returning_Visitor,True,False,659.0
0,0.0,0,0.0,26,392.0,0.007692308,0.030128205,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False,392.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False,0.0
2,33.0,0,0.0,25,1720.0,0.0,0.007692308,60.29018448,0.0,Mar,2,5,3,1,Returning_Visitor,False,True,1753.0
1,69.5,0,0.0,8,226.5,0.0,0.0125,0.0,0.0,Mar,3,2,1,13,Returning_Visitor,False,False,296.0
0,0.0,0,0.0,10,130.1666667,0.055555556,0.083333333,26.66133333,0.0,Mar,3,2,1,8,Returning_Visitor,False,False,130.1666667
7,77.5,0,0.0,14,192.9333333,0.0,0.013333333,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,270.43333329999996
4,171.0,0,0.0,20,745.3333333,0.00952381,0.028571429,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,False,916.3333333
2,94.0,0,0.0,5,97.0,0.0,0.033333333,0.0,0.0,Mar,3,3,1,10,Returning_Visitor,False,False,191.0
0,0.0,0,0.0,4,233.0,0.05,0.075,0.0,0.0,Mar,2,4,2,1,Returning_Visitor,False,False,233.0
7,64.14285714,1,0.0,20,1409.809524,0.008695652,0.035507246,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False,1473.95238114
0,0.0,0,0.0,12,448.5,0.0,0.033333333,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,448.5
0,0.0,0,0.0,6,73.75,0.033333333,0.044444444,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False,73.75
4,143.0,1,20.5,10,386.15,0.0,0.015384615,64.6,0.0,Mar,1,1,7,8,Returning_Visitor,False,True,549.65
1,26.0,0,0.0,16,638.8333333,0.0,0.0125,20.26155684,0.0,Mar,2,4,2,2,New_Visitor,False,False,664.8333333
3,221.0,0,0.0,17,489.5833333,0.0,0.011764706,0.0,0.0,Mar,1,1,1,3,New_Visitor,True,False,710.5833333
1,10.0,0,0.0,23,660.8166667,0.0,0.025,0.0,0.0,Mar,2,4,1,3,Returning_Visitor,True,False,670.8166667
4,118.0,3,67.0,44,1489.144444,0.004081633,0.014693878,0.0,0.0,Mar,3,2,6,1,Returning_Visitor,True,False,1674.144444
1,0.0,0,0.0,20,2270.833333,0.0,0.023809524,10.23187302,0.0,Mar,2,2,3,6,Returning_Visitor,False,True,2270.833333
1,38.0,0,0.0,12,121.0,0.028571429,0.025,0.0,0.0,Mar,3,2,4,2,Returning_Visitor,False,False,159.0
0,0.0,0,0.0,15,296.0,0.0,0.04,0.0,0.0,Mar,2,5,2,3,Returning_Visitor,False,False,296.0
3,124.0,0,0.0,0,0.0,0.0,0.033333333,0.0,0.0,Mar,3,2,6,3,Returning_Visitor,False,False,124.0
0,0.0,0,0.0,12,481.8333333,0.0,0.018181818,74.088,0.0,Mar,1,1,1,2,New_Visitor,False,True,481.8333333
2,117.0,0,0.0,13,309.9333333,0.0,0.013333333,0.0,0.0,Mar,2,2,2,2,New_Visitor,False,False,426.9333333
0,0.0,0,0.0,7,55.0,0.057142857,0.114285714,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,55.0
2,75.0,0,0.0,14,851.0,0.0,0.014285714,22.88908649,0.0,Mar,1,1,1,2,New_Visitor,True,True,926.0
0,0.0,0,0.0,3,55.0,0.066666667,0.1,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,False,False,55.0
0,0.0,0,0.0,7,88.33333333,0.0,0.042857143,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,88.33333333
2,94.0,0,0.0,25,893.1,0.0,0.009615385,0.0,0.0,Mar,2,4,4,1,Returning_Visitor,False,False,987.1
3,219.0,0,0.0,12,526.3333333,0.022222222,0.058571429,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,False,False,745.3333333
2,45.0,0,0.0,26,535.3459596,0.007407407,0.01051332,0.0,0.0,Mar,2,4,3,10,Returning_Visitor,False,False,580.3459596
3,60.83333333,0,0.0,18,884.6333333,0.021052632,0.041140351,0.0,0.0,Mar,2,2,3,10,Returning_Visitor,False,False,945.46666663
0,0.0,0,0.0,2,24.0,0.0,0.05,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,False,False,24.0
0,0.0,3,100.0,22,2175.993651,0.01,0.049312469,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False,2275.993651
2,14.0,0,0.0,8,57.0,0.0,0.057142857,0.0,0.0,Mar,1,2,4,8,New_Visitor,False,False,71.0
0,0.0,0,0.0,28,1028.116667,0.0,0.008928571,0.0,0.0,Mar,2,4,1,2,Returning_Visitor,False,False,1028.116667
0,0.0,0,0.0,4,93.0,0.0,0.1,0.0,0.0,Mar,2,2,9,6,Returning_Visitor,False,False,93.0
8,182.6480519,6,291.5,35,1373.464719,0.001550388,0.018148931,14.322,0.0,Mar,2,2,6,2,Returning_Visitor,False,False,1847.6127709000002
8,154.2916667,0,0.0,34,991.3678571,0.005263158,0.01443609,10.93482456,0.0,Mar,2,2,2,2,Returning_Visitor,False,False,1145.6595238
0,0.0,0,0.0,1,1.0,0.0,0.1,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False,1.0
0,0.0,0,0.0,7,147.25,0.028571429,0.045714286,0.0,0.0,Mar,1,1,6,3,Returning_Visitor,False,False,147.25
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Mar,3,2,4,1,Returning_Visitor,False,False,0.0
0,0.0,0,0.0,9,1225.5,0.022222222,0.044444444,0.0,0.0,Mar,1,2,9,1,Returning_Visitor,False,False,1225.5
0,0.0,0,0.0,3,183.0,0.0,0.066666667,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,True,False,183.0
0,0.0,0,0.0,10,250.8,0.0,0.01,0.0,0.0,Mar,2,2,4,3,Returning_Visitor,False,False,250.8
2,17.0,1,105.0,9,148.25,0.02,0.022,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,270.25
2,32.0,1,70.0,16,504.0833333,0.005714286,0.019047619,9.543060317,0.0,Mar,2,2,3,8,Returning_Visitor,False,False,606.0833333
0,0.0,0,0.0,43,1650.416667,0.0,0.003875969,0.0,0.0,Mar,2,2,7,3,Returning_Visitor,True,False,1650.416667
0,0.0,1,0.0,28,2743.216667,0.020689655,0.042528736,0.0,0.0,Mar,2,5,2,1,Returning_Visitor,False,False,2743.216667
5,108.2,0,0.0,37,1288.533333,0.005263158,0.028070175,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,1396.7333330000001
0,0.0,0,0.0,15,447.5,0.03,0.065333333,0.0,0.0,Mar,3,2,4,1,Returning_Visitor,True,False,447.5
10,1559.75,1,7.0,41,1663.761905,0.004347826,0.015942029,13.63463318,0.0,Mar,1,1,1,2,Returning_Visitor,False,True,3230.5119050000003
5,249.1666667,0,0.0,22,1165.583333,0.0,0.001242236,0.0,0.0,Mar,2,2,8,2,New_Visitor,False,False,1414.7499997
2,37.0,0,0.0,3,17.0,0.0,0.05,0.0,0.0,Mar,3,2,1,2,New_Visitor,True,False,54.0
1,0.0,1,60.5,46,1038.916667,0.021276596,0.039007092,13.10326241,0.0,Mar,2,2,6,1,Returning_Visitor,False,True,1099.416667
0,0.0,0,0.0,12,249.5,0.005555556,0.025,0.0,0.0,Mar,2,7,7,1,Returning_Visitor,False,False,249.5
5,65.0,2,34.0,17,1302.5,0.0,0.016666667,0.0,0.0,Mar,1,1,1,10,Returning_Visitor,False,False,1401.5
0,0.0,0,0.0,10,172.5,0.01,0.043333333,0.0,0.0,Mar,2,2,3,6,Returning_Visitor,False,False,172.5
6,143.1666667,0,0.0,50,925.947619,0.0,0.010160428,13.60512012,0.0,Mar,2,2,1,2,Returning_Visitor,False,True,1069.1142857
4,66.33333333,2,58.16666667,38,1524.702381,0.0,0.006628788,0.0,0.0,Mar,2,2,3,2,New_Visitor,True,False,1649.202381
4,14.0,0,0.0,13,288.0,0.0125,0.0375,0.0,0.0,Mar,1,1,4,2,Returning_Visitor,True,False,302.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,False,0.0
0,0.0,2,31.0,3,47.0,0.04,0.08,0.0,0.0,Mar,1,1,6,1,Returning_Visitor,True,False,78.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False,0.0
0,0.0,0,0.0,4,63.0,0.0,0.05,0.0,0.0,Mar,1,1,2,3,Returning_Visitor,False,False,63.0
0,0.0,0,0.0,13,1476.3,0.007692308,0.012820513,0.0,0.0,Mar,2,2,3,8,Returning_Visitor,False,False,1476.3
0,0.0,0,0.0,9,685.0,0.0,0.022222222,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False,685.0
5,102.5333333,0,0.0,74,2396.690316,0.002699055,0.020349845,15.03328131,0.0,Mar,2,5,6,1,Returning_Visitor,False,False,2499.2236493
